"CourseIdentifier","Subject","Number","Title","Credits","OrgUnitIdentifier","Type","Description","CIPCode"
"MKTG2045","MKTG","2045","FUND OF ADV & PROMO",3,"MKTG","Undergraduate","A broad overview of consumer advertising and promotion and their function as dynamic elements of integrated marketing communications and the marketing process. This course is intended for theAssociate of Applied Business (AAB) program, it does not apply toward a Bachelors in Business Administration (BBA). Pre-Requisite: To take this course you must: Have taken the following Courses 34MKTG241 min grade D-,34MKTG242 min grade D-, or MKTG2080 min grade D-.",52.1401
"MKTG2071","MKTG","2071","FUND OF PERS SELL",3,"MKTG","Undergraduate","The fundamentals of personal selling, customer relationship management, job analysis and specification; the process of selecting, training,compensating, and supervising salespeople; discussion of the problems and methods; and the organization and administration of sales departments, and territories. This course is intended for the Associate of Applied Business (AAB) program, it does not apply toward a Bachelors in Business Administration (BBA). Pre-Requisite: To take this course you must: Have taken the following Courses 34MKTG241 min grade D-,34MKTG242 min grade D-, or MKTG2080 min grade D-.",52.1401
"MKTG2080","MKTG","2080","INTRO MKTG",3,"MKTG","Undergraduate","Marketing activities, analysis, strategies, and decision making in the context of other business functions. Topics include: integration of product,price, promotion, and distribution activities; research and analysis of markets, environments, competition, and customers; market segmentation and selection of target markets; and emphasis on behavior and perspectives of consumers and organizational customers. Planning and decision making for products and services in profit and nonprofit, domestic and global settings.",52.1401
"MKTG2081","MKTG","2081","FUND OF RETAIL MGT",3,"MKTG","Undergraduate","In-depth study of retailing principles including customer needs, types of retail operations, selling channels, customer buying behavior, development of retail marketing strategy, merchandise assortments, basic sales forecasting and general retail store management. This course is intended for the Associate of Applied Business (AAB) program, it does not apply toward a Bachelors in Business Administration (BBA). Pre-Requisite: To take this course you must: Have taken the following Courses 34MKTG241 min grade D-,34MKTG242 min grade D-, or MKTG2080 min grade D-.",52.1401
"MKTG2085","MKTG","2085","FUND CONSUMER BEHAV",3,"MKTG","Undergraduate","An introductory survey to underlying principles ofconsumer behavior and its relationship to marketing strategy in a global economy. Topics include the role of consumers in the marketplace, decision making, and the influence of cultures andsubcultures. This course is intended for the Associate of Applied Business (AAB) program, it does not apply toward a Bachelors in Business Administration (BBA).",52.1401
"MLTI1000","MLTI","1000","STUDENTREADINESS",3,"MLTI","Undergraduate","This course is designed as a three credit hour course. The Student Readiness and Success course is designed to support first year students' growthand success in all facets of the learning process through academic preparedness and knowledge of resources to assist the transition to college life.",32.0101
"MLTI1003","MLTI","1003","EXPL UC CLER",3,"MLTI","Undergraduate","Exploring UC Clermont Programs and Majors is a First-Year Experience (FYE) course in the Exploratory Studies Program designed to help you adjust to the first year of college life. The curriculum includes an introduction to academic and research skills, commonly used computer technology and resources, and an overview of student support programs services. In this class we will go through three steps: Exploring Self, Exploring Majors, and Exploring Careers. This is an interactive course designed to help engage in the process of discovering a student's academic strengths and how they align with major and careeroptions.",30.9999
"MLTI1023","MLTI","1023","SUCCESS SEMINAR",3,"MLTI","Undergraduate","This course focuses on the first year student's academic and social integration into the university environment. Curriculum includes study and research skills, time management and the importance of making connections and utilizing campus resources.",32.0101
"MLTI1071","MLTI","1071","COLL SUCCESS SKILLS",1,"MLTI","Undergraduate","This class is designed to support incoming first-year student's growth and success in all facets of the learning process. The course will focus on academic preparedness, personal strengths, college resources and academic skills.",32.0101
"MLTI1073","MLTI","1073","MAJOR AND CAREER",1,"MLTI","Undergraduate","This course is designed to help students become aware of major and career options through self assessment and exploration",32.0107
"MLTI2010","MLTI","2010","PREPARING INTRNSHP",2,"MLTI","Undergraduate","This course will assist students as they prepare for effective participation in the Internship Program at the University of Cincinnati, Blue Ash College. Through self-analysis, resume preparation, company research, networking opportunities, and interviewing practice, studentswill develop the professional knowledge and skillsnecessary to obtain and succeed in an internship.",30.9999
"MLTI2020","MLTI","2020","INTRNSHP EXPERIENCE",1,"MLTI","Undergraduate","This course will assist students as they observe and reflect on the internship, connect theory to practice, and evaluate the internship experience. In order to achieve the learning objectives, students will complete weekly journal entries thatwill aid in this reflection and assessment. At theend of the course, students will have increased their professional knowledge and skills as well astheir ability to think critically about their experiences. Repeatable with permission of department unit head. By Permission Only",30.9999
"MLTI2023","MLTI","2023","SOPHOMORE SKILLS",3,"MLTI","Undergraduate","This course is designed to help UC sophomores make decisions that will lead to academic success, college retention, and ultimately, graduation from the university. Students will be assessing past patterns and habits as they pertain to educational goals; they will also decide how to make changes that will lead to academic success from this point forward. Lessons learned can be applied to other areas of students' lives, including social life, personal development, career interests, etc. Any student can benefit from the success strategies which will lead to academic excellence. - By Permission Only",32.0101
"MLTI3099","MLTI","3099","INTL EXCHGE REG",1,"MLTI","Undergraduate","This is a placeholder class for UC International. The designation is for regional campus students participating on authorized UC exchange programs with host institutions abroad. By Permission Only",30.9999
